epoch,acc,loss,val_acc,val_loss
0,0.18515625,12.9107619286,0.268750011921,11.7245635986
1,0.23984375,12.0925855637,0.35703125596,10.275475502
2,0.278125,11.4665136337,0.375781238079,9.83741950989
3,0.3171875,10.8776817322,0.47265625,8.4109172821
4,0.34140625,10.4214215279,0.49062499404,8.11236095428
5,0.39296875,9.6850148201,0.4765625,8.3413105011
6,0.403125,9.51390628815,0.530468761921,7.52015209198
7,0.434375,8.9788766861,0.560937523842,6.99849939346
8,0.45625,8.64499168396,0.559374988079,7.07539606094
9,0.48203125,8.27056474686,0.54296875,7.295337677
10,0.47265625,8.39185976982,0.520312488079,7.66374492645
11,0.43125,9.04440574646,0.57421875,6.76185321808
12,0.47421875,8.36388063431,0.60546875,6.23289394379
13,0.5140625,7.7121134758,0.590624988079,6.52294635773
14,0.51953125,7.65448236465,0.628125011921,5.91677331924
15,0.5296875,7.51266641617,0.626562476158,5.99096107483
16,0.55546875,7.0955517292,0.604687511921,6.30971050262
17,0.55078125,7.11783781052,0.646093726158,5.58574008942
18,0.553125,7.10981626511,0.676562488079,5.18626308441
19,0.58046875,6.66476569176,0.6484375,5.62596273422
20,0.61875,6.07917451859,0.637499988079,5.76549959183
21,0.54609375,7.20058350563,0.630468726158,5.90316915512
22,0.584375,6.61528534889,0.625781238079,5.99000835419
23,0.56328125,6.97931542397,0.682031273842,5.0138926506
24,0.6015625,6.36591739655,0.666406273842,5.30706501007
25,0.60703125,6.29057750702,0.659375011921,5.47343587875
26,0.5703125,6.83653621674,0.655468761921,5.51338863373
27,0.59765625,6.45124912262,0.64453125,5.63495492935
28,0.60703125,6.25386323929,0.663281261921,5.3498711586
