epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.0457332922146,0.0457332922146,0.0285890847445,0.0285890847445
1,0.0487570114434,0.0487570114434,0.0155399776995,0.0155399776995
2,0.0595144676045,0.0595144676045,0.0277077872306,0.0277077872306
3,0.0443613749929,0.0443613749929,0.0168329104781,0.0168329104781
4,0.0358135798946,0.0358135798946,0.0162110961974,0.0162110961974
5,0.0259928913787,0.0259928913787,0.0178836565465,0.0178836565465
6,0.0239044038579,0.0239044038579,0.0299474839121,0.0299474839121
